objectcode,objectdescription,recologyid,roadwayid,roadwaydescription,cantype,cancolor,streetcorner,onstreet,fromstreet,installeddate,removeddate,latitude,longitude,globalid,objectid,point,analysis_neighborhood,supervisor_district,data_as_of,data_loaded_at
CAN-1246339,530 FOLSOM ST,10011246339,5658000,FOLSOM ST: ECKER ST - ESSEX ST,RENAISSANCE / METAL,,,FOLSOM ST,ECKER ST,2020/05/11 12:00:00 AM,,37.786671,-122.3955,2d0d168e-3a57-4643-941a-a9b6a106c827,219,POINT (-122.3955 37.786671),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1220177,700 HOWARD ST,10011220177,7038000,HOWARD ST: 03RD ST - 04TH ST,BIG BELLY,,,HOWARD ST,03RD ST,2019/08/01 12:00:00 AM,,37.785006,-122.400572,f8d892e1-9a26-4165-a3d0-a8027905fcfa,194,POINT (-122.400572 37.785006),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1192285,200 BRANNAN ST,10011192285,3072000,BRANNAN ST: DELANCEY ST - COLIN P KELLY JR ST,RENAISSANCE / METAL,,,BRANNAN ST,DELANCEY ST,2018/07/16 12:00:00 AM,,37.783368,-122.39037,16ea5ce6-2158-4233-ba79-798078c0ee04,172,POINT (-122.39037 37.783368),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1110709,299 MASON ST,10011110709,8801000,MASON ST: ELLIS ST - OFARRELL ST,BIG BELLY,,,MASON ST,ELLIS ST,2015/06/24 12:00:00 AM,,37.786166,-122.409746,e0fa8b3e-7838-42e7-8ed8-f957cc7c8a54,136,POINT (-122.409746 37.786166),Tenderloin,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1282979,990 POLK ST,10011282979,10560000,POLK ST: ALICE B TOKLAS PL \ MYRTLE S - GEARY ST,RENAISSANCE / METAL,,,POLK ST,ALICE B TOKLAS PL \ MYRTLE ST,2021/05/27 12:00:00 AM,,37.785667,-122.419479,7a4c51bd-fe7e-4094-b3a5-f1804ac669ba,267,POINT (-122.419479 37.785667),Tenderloin,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-4358941,1501 20TH ST,10514358941,1034000,20TH ST: MISSOURI ST - CONNECTICUT ST,RENAISSANCE / METAL,,,20TH ST,MISSOURI ST,2005/03/17 12:00:00 AM,,37.759895,-122.39645,51fcc08d-48fc-4af3-bc3b-7db3a606c964,609,POINT (-122.39645 37.759895),Potrero Hill,10,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-989277,1650 FILLMORE ST,1001989277,5547000,FILLMORE ST: GEARY BLVD - POST ST,RENAISSANCE / METAL,,,FILLMORE ST,GEARY BLVD,2011/07/01 12:00:00 AM,,37.78477,-122.432932,5e839634-5d20-40d5-a34f-515514977b32,1385,POINT (-122.432932 37.78477),Japantown,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1042811,665 MARKET ST,10011042811,8744102,MARKET ST: ANNIE ST - 03RD ST \ KEARNY ST,BIG BELLY,,,MARKET ST,ANNIE ST,2013/05/01 12:00:00 AM,,37.787941,-122.401934,a0c1bc47-1473-4ab4-9e77-9fdbc8d4c583,70,POINT (-122.401934 37.787941),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6606677,3399 16TH ST,10516606677,738000,16TH ST: LANDERS ST - CHURCH ST,RENAISSANCE / METAL,,,16TH ST,LANDERS ST,2022/05/01 12:00:00 AM,,37.764455,-122.428627,523535a2-56c2-4585-8d40-8177fa1f80cc,1209,POINT (-122.428627 37.764455),Castro/Upper Market,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5248323,2015 STEINER ST,10515248323,12139000,STEINER ST: PINE ST - CALIFORNIA ST,RENAISSANCE / METAL,,,STEINER ST,PINE ST,2011/05/19 12:00:00 AM,,37.787913,-122.435466,46e020ca-3b29-4a2f-bd3a-abdebf33acfa,670,POINT (-122.435466 37.787913),Pacific Heights,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-4758348,1734 GENEVA AVE,10514758348,6148203,GENEVA AVE: LINDA VISTA STPS - STONERIDGE LN,RENAISSANCE / METAL,,,GENEVA AVE,LINDA VISTA STPS,2007/12/04 12:00:00 AM,,37.711022,-122.426654,92bc9664-99f8-4716-8d51-ed2701bab34c,628,POINT (-122.426654 37.711022),Excelsior,11,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1089168,2337 CHESTNUT ST,10011089168,3982000,CHESTNUT ST: SCOTT ST - DIVISADERO ST,CEMENT / CONCRETE,,,CHESTNUT ST,SCOTT ST,2014/12/01 12:00:00 AM,,37.79995,-122.441831,2042bf9f-2bde-4ad6-8a0d-ced107946536,98,POINT (-122.441831 37.79995),Marina,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5709431,3845 MISSION ST,10515709431,9146000,MISSION ST: RICHLAND AVE - COLLEGE AVE \ CRESCENT AVE,RENAISSANCE / METAL,,,MISSION ST,RICHLAND AVE,2014/12/01 12:00:00 AM,,37.735464,-122.424473,fe57ac6c-0a55-4ed4-b2e7-b59bc1203eed,822,POINT (-122.424473 37.735464),Bernal Heights,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5452289,899 14TH ST,10515452289,599000,14TH ST: WALTER ST - NOE ST,RENAISSANCE / METAL,,,14TH ST,WALTER ST,2012/12/04 12:00:00 AM,,37.767409,-122.43337,bf49ba8c-a046-446d-8c77-b6657b7c8b41,706,POINT (-122.43337 37.767409),Castro/Upper Market,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5842455,2594 SUTTER ST,10515842455,12344000,SUTTER ST: BRODERICK ST - BAKER ST,RENAISSANCE / METAL,,,SUTTER ST,BRODERICK ST,2016/02/26 12:00:00 AM,,37.784955,-122.443033,70a5da37-2551-4543-a7cf-c2e727229721,873,POINT (-122.443033 37.784955),Pacific Heights,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6572945,499 HAYES ST,10516572945,6816000,HAYES ST: GOUGH ST - OCTAVIA ST,RENAISSANCE / METAL,,,HAYES ST,GOUGH ST,2022/02/10 12:00:00 AM,,37.776639,-122.424457,6772d015-72f1-4fc8-b032-efed2dfc2a75,1185,POINT (-122.424457 37.776639),Hayes Valley,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-563262,401 MARKET ST,1001563262,8741101,MARKET ST: FREMONT ST \ FRONT ST - 01ST ST \ BUSH ST,RENAISSANCE / METAL,,,MARKET ST,FREMONT ST \ FRONT ST,1999/08/01 12:00:00 AM,,37.791675,-122.398204,a2da4f6b-176a-4d70-8857-b1e32f6d9f68,745,POINT (-122.398204 37.791675),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5255005,500 CLEMENT ST,10515255005,4155000,CLEMENT ST: 06TH AVE - 07TH AVE,RENAISSANCE / METAL,,,CLEMENT ST,06TH AVE,2011/06/03 12:00:00 AM,,37.782993,-122.464461,dd482e31-d372-44e5-8e73-6c2c0638c4a7,683,POINT (-122.464461 37.782993),Inner Richmond,1,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-746552,502 MCALLISTER ST,1001746552,8895000,MCALLISTER ST: VAN NESS AVE - FRANKLIN ST,RENAISSANCE / METAL,,,MCALLISTER ST,VAN NESS AVE,2003/08/01 12:00:00 AM,,37.780127,-122.420331,8f63a4a8-9859-47a1-84a0-4dbd12db22e8,1316,POINT (-122.420331 37.780127),Western Addition,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1342674,265 MONTGOMERY ST,10011342674,9299000,MONTGOMERY ST: BUSH ST - PINE ST,RENAISSANCE / METAL,,,MONTGOMERY ST,BUSH ST,2023/08/10 12:00:00 AM,,37.79139,-122.402859,a74b023c-4639-4917-a92e-f6ec396797bc,345,POINT (-122.402859 37.79139),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5254131,501 33RD AVE,10515254131,1722000,33RD AVE: GEARY BLVD - ANZA ST,RENAISSANCE / METAL,,,33RD AVE,GEARY BLVD,2011/06/02 12:00:00 AM,,37.779385,-122.493424,cff44d52-8415-49ee-8254-e1d2d9806d37,679,POINT (-122.493424 37.779385),Outer Richmond,1,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-604579,3401 FILLMORE ST,1001604579,5568101,FILLMORE ST: CHESTNUT ST - BAY ST \ CERVANTES BLVD,CEMENT / CONCRETE,,,FILLMORE ST,CHESTNUT ST,2000/01/01 12:00:00 AM,,37.800813,-122.436373,c90c857e-db3a-4c6e-aad8-654ca78ad70d,942,POINT (-122.436373 37.800813),Marina,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5667530,800 ULLOA ST,10515667530,12784000,ULLOA ST: CLAREMONT BLVD - WEST PORTAL AVE,RENAISSANCE / METAL,,,ULLOA ST,CLAREMONT BLVD,2014/08/12 12:00:00 AM,,37.74075,-122.46525,420202f5-12ce-44a4-a17b-75daa7afb81b,767,POINT (-122.46525 37.74075),West of Twin Peaks,7,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1290345,598 02ND ST,10011290345,146000,02ND ST: DE BOOM ST - BRANNAN ST,BIG BELLY,,,02ND ST,DE BOOM ST,2021/07/22 12:00:00 AM,,37.781929,-122.392433,6d12a6ca-4849-4807-bb54-b46dfd7811ac,277,POINT (-122.392433 37.781929),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6024228,98 12TH ST,10516024228,541000,12TH ST: STEVENSON ST - MISSION ST \ OTIS ST \ SOUTH,RENAISSANCE / METAL,,,12TH ST,STEVENSON ST,2017/07/25 12:00:00 AM,,37.773148,-122.41896,b0e9b6f1-dcd4-41ea-9c46-f25e5958fb85,917,POINT (-122.41896 37.773148),Mission,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-897470,1700 UNION ST,1001897470,12866000,UNION ST: GOUGH ST - OCTAVIA ST,RENAISSANCE / METAL,,,UNION ST,GOUGH ST,2008/03/13 12:00:00 AM,,37.79825,-122.427467,d1fe82d5-e953-41c1-95ce-5a12049cb8c2,1373,POINT (-122.427467 37.79825),Marina,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-576181,301 POWELL ST,1001576181,10678000,POWELL ST: GEARY ST - POST ST,RENAISSANCE / METAL,,,POWELL ST,GEARY ST,1999/08/01 12:00:00 AM,,37.787823,-122.408494,c85d5d3f-ea63-46bf-9055-e68de974a985,848,POINT (-122.408494 37.787823),Tenderloin,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-882159,3762 FILLMORE ST,1001882159,5572201,FILLMORE ST: JEFFERSON ST - RETIRO WAY,CEMENT / CONCRETE,,,FILLMORE ST,JEFFERSON ST,2007/08/07 12:00:00 AM,,37.805765,-122.437086,87d8f2fe-1d87-4060-a035-cf643d4707e6,1367,POINT (-122.437086 37.805765),Marina,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1380849,701 BATTERY ST,10011380849,2762000,BATTERY ST: PACIFIC AVE - BROADWAY,RENAISSANCE / METAL,,,BATTERY ST,PACIFIC AVE,2024/12/13 12:00:00 AM,,37.797721,-122.401153,7069af06-1b1e-4ea0-922a-d0afd4cfc99b,387,POINT (-122.401153 37.797721),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1016914,198 GROVE ST,10011016914,6554000,GROVE ST: DR CARLTON B GOODLETT PL \ P - VAN NESS AVE,RENAISSANCE / METAL,,,GROVE ST,DR CARLTON B GOODLETT PL \ POLK ST,2012/07/01 12:00:00 AM,,37.778316,-122.419856,e6406eb5-f4ca-43d5-b967-d87a75d3bd0d,16,POINT (-122.419856 37.778316),Tenderloin,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3434958,1400 STEINER ST,10513434958,12132000,STEINER ST: ELLIS ST - OFARRELL ST,RENAISSANCE / METAL,,,STEINER ST,ELLIS ST,1999/06/01 12:00:00 AM,,37.782185,-122.434116,198d1489-c829-48ba-a319-105bb0d2c72e,557,POINT (-122.434116 37.782185),Western Addition,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5765664,785 VALENCIA ST,10515765664,13064000,VALENCIA ST: 18TH ST - 19TH ST,CEMENT / CONCRETE,,,VALENCIA ST,18TH ST,2015/06/19 12:00:00 AM,,37.760405,-122.421273,2feb38da-e6af-4217-93ef-bed50309af6b,862,POINT (-122.421273 37.760405),Mission,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1018365,901 COLUMBUS AVE,10011018365,4301000,COLUMBUS AVE: LOMBARD ST - CHESTNUT ST \ TAYLOR ST,RENAISSANCE / METAL,,,COLUMBUS AVE,LOMBARD ST,2012/08/08 12:00:00 AM,,37.802941,-122.414268,5e9309a4-b7a4-4061-a277-9adae2c6b763,17,POINT (-122.414268 37.802941),Russian Hill,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-41152,1400 09TH AVE,105141152,433000,09TH AVE: JUDAH ST - KIRKHAM ST,RENAISSANCE / METAL,,,09TH AVE,JUDAH ST,1988/01/01 12:00:00 AM,,37.761921,-122.466003,81f2d375-53f1-44f2-9bf7-b9291ec22034,593,POINT (-122.466003 37.761921),Inner Sunset,7,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1393669,169 06TH ST,10011393669,331000,06TH ST: NATOMA ST - HOWARD ST,RENAISSANCE / METAL,,,06TH ST,NATOMA ST,2025/06/13 12:00:00 AM,,37.780152,-122.407398,50abcad4-f663-4684-909f-aa484ae63b50,418,POINT (-122.407398 37.780152),South of Market,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5707955,1400 FELL ST,10515707955,5453000,FELL ST: BAKER ST - LYON ST,RENAISSANCE / METAL,,,FELL ST,BAKER ST,2014/12/01 12:00:00 AM,,37.773683,-122.440982,c1c3bf23-626f-4785-86b2-f626ff4bc9f6,803,POINT (-122.440982 37.773683),Lone Mountain/USF,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5851480,598 DOLORES ST,10515851480,4871201,DOLORES ST: 19TH ST - CUMBERLAND ST,RENAISSANCE / METAL,,,DOLORES ST,19TH ST,2016/04/01 12:00:00 AM,,37.759421,-122.426019,181267d0-4569-497f-89e4-04d50f57f634,883,POINT (-122.426019 37.759421),Castro/Upper Market,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1384049,245 FRONT ST,10011384049,5870000,FRONT ST: HALLECK ST - SACRAMENTO ST,BIG BELLY,,,FRONT ST,HALLECK ST,2025/02/17 12:00:00 AM,,37.794011,-122.399096,5d0b4853-f638-4160-8c2e-eaeaa910746d,395,POINT (-122.399096 37.794011),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6679245,6500 03RD ST,10516679245,232201,03RD ST: KEY AVE - LE CONTE AVE,CEMENT / CONCRETE,,,03RD ST,KEY AVE,2022/12/09 12:00:00 AM,,37.719415,-122.397188,592d439d-cfa3-44aa-b2f1-ec5b36f73ffc,1228,POINT (-122.397188 37.719415),Bayview Hunters Point,10,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5708201,498 SANCHEZ ST,10515708201,11515000,SANCHEZ ST: FORD ST - 18TH ST,RENAISSANCE / METAL,,,SANCHEZ ST,FORD ST,2014/12/01 12:00:00 AM,,37.761261,-122.430847,c04819dd-ec3f-44bc-856d-9ced14c8d865,808,POINT (-122.430847 37.761261),Castro/Upper Market,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6731236,5150 MISSION ST,10516731236,9178000,MISSION ST: GENEVA AVE - ROLPH ST,RENAISSANCE / METAL,,,MISSION ST,GENEVA AVE,2023/05/25 12:00:00 AM,,37.716213,-122.441393,cfefb08f-cab8-4331-8f68-2512c070e2b0,1241,POINT (-122.441393 37.716213),Outer Mission,11,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5844410,5301 GEARY BLVD,10515844410,6074101,GEARY BLVD: 17TH AVE - 18TH AVE,RENAISSANCE / METAL,,,GEARY BLVD,17TH AVE,2016/03/04 12:00:00 AM,,37.780265,-122.476416,5123b7e8-0207-4f90-8589-bdf391be50a9,878,POINT (-122.476416 37.780265),Outer Richmond,1,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5247846,1600 HAIGHT ST,10515247846,6620000,HAIGHT ST: CLAYTON ST - BELVEDERE ST,RENAISSANCE / METAL,,,HAIGHT ST,CLAYTON ST,2011/05/18 12:00:00 AM,,37.769894,-122.448921,45dcf07d-ffb6-419f-ace9-6a8386269dc3,666,POINT (-122.448921 37.769894),Haight Ashbury,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1010701,2300 SCOTT ST,10011010701,11706000,SCOTT ST: WASHINGTON ST - JACKSON ST,CEMENT / CONCRETE,,,SCOTT ST,WASHINGTON ST,2012/05/02 12:00:00 AM,,37.791007,-122.439246,3172e737-ef55-48a8-a4e5-8fc814363ec9,2,POINT (-122.439246 37.791007),Pacific Heights,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1333194,55 STARR KING WAY,10011333194,12110000,STARR KING WAY: FRANKLIN ST \ OFARRELL ST - GEARY BLVD \ GOUGH ST \ PETE,RENAISSANCE / METAL,,,STARR KING WAY,FRANKLIN ST \ OFARRELL ST,2023/03/08 12:00:00 AM,,37.784937,-122.423893,ec8d1cbe-cbb7-42ee-a4f9-1146312678ee,330,POINT (-122.423893 37.784937),Western Addition,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-637611,1999 UNION ST,1001637611,12869000,UNION ST: CHARLTON CT - BUCHANAN ST,RENAISSANCE / METAL,,,UNION ST,CHARLTON CT,2000/12/01 12:00:00 AM,,37.797456,-122.43217,45cdb28f-49e8-40c4-bb56-fb83130ee8ca,1118,POINT (-122.43217 37.797456),Marina,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-564799,401 06TH ST,1001564799,338000,06TH ST: HARRISON ST - AHERN WAY,BIG BELLY,,,06TH ST,HARRISON ST,1999/08/01 12:00:00 AM,,37.77731,-122.403705,f7552531-f90a-44ea-8976-fe641fef4e50,751,POINT (-122.403705 37.77731),South of Market,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5744586,1900 OFARRELL ST,10515744586,9739000,OFARRELL ST: PIERCE ST - SCOTT ST,RENAISSANCE / METAL,,,OFARRELL ST,PIERCE ST,2015/04/20 12:00:00 AM,,37.782908,-122.436064,2e32ad91-ec0e-4ce6-a990-50af28138bc2,846,POINT (-122.436064 37.782908),Western Addition,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6937973,1979 MISSION ST,10516937973,9115000,MISSION ST: 15TH ST - 16TH ST,CEMENT / CONCRETE,,,MISSION ST,15TH ST,2025/03/20 12:00:00 AM,,37.765632,-122.419547,e76528b5-299f-467c-a485-3ea2d4fb31cb,1293,POINT (-122.419547 37.765632),Mission,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5744644,1501 STEINER ST,10515744644,12133000,STEINER ST: OFARRELL ST - GEARY BLVD,CEMENT / CONCRETE,,,STEINER ST,OFARRELL ST,2015/04/20 12:00:00 AM,,37.783107,-122.434425,7044d5ab-29af-43ff-ad8f-49a0d64eb962,847,POINT (-122.434425 37.783107),Western Addition,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-571919,98 GEARY ST,1001571919,6107000,GEARY ST: KEARNY ST - GRANT AVE,CEMENT / CONCRETE,,,GEARY ST,KEARNY ST,1999/08/01 12:00:00 AM,,37.787826,-122.405006,21e145bc-67b7-460f-94eb-6a56ccb18501,834,POINT (-122.405006 37.787826),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2369296,1408 FILLMORE ST,10512369296,5545000,FILLMORE ST: ELLIS ST - OFARRELL ST,RENAISSANCE / METAL,,,FILLMORE ST,ELLIS ST,1992/10/07 12:00:00 AM,,37.782924,-122.432473,2691a9fd-8945-43aa-981d-c61b38e74f70,456,POINT (-122.432473 37.782924),Western Addition,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6813257,422 CARL ST,10516813257,3699000,CARL ST: HILLWAY AVE - ARGUELLO BLVD,RENAISSANCE / METAL,,,CARL ST,HILLWAY AVE,2024/03/10 12:00:00 AM,,37.765468,-122.456292,a337c0e2-745d-4bad-afc4-82a9940a12c7,1266,POINT (-122.456292 37.765468),Inner Sunset,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1011063,310 VAN NESS AVE,10011011063,13146201,VAN NESS AVE: GROVE ST - MCALLISTER ST,CEMENT / CONCRETE,,,VAN NESS AVE,GROVE ST,2012/05/01 12:00:00 AM,,37.778391,-122.419756,c6f66e7c-43fe-477c-b2e1-348985c403e5,2825,POINT (-122.419756 37.778391),Tenderloin,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5075999,1300 STEINER ST,10515075999,12131000,STEINER ST: EDDY ST - ELLIS ST,RENAISSANCE / METAL,,,STEINER ST,EDDY ST,2010/03/01 12:00:00 AM,,37.781255,-122.43391,909e1c04-15c2-4313-8c72-a3c243fce474,643,POINT (-122.43391 37.781255),Western Addition,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5721139,548 CASTRO ST,10515721139,3791000,CASTRO ST: 18TH ST - 19TH ST,RENAISSANCE / METAL,,,CASTRO ST,18TH ST,2015/01/15 12:00:00 AM,,37.760077,-122.435122,348fa584-2364-497e-a365-ed287da79f36,840,POINT (-122.435122 37.760077),Castro/Upper Market,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3362019,3508 BALBOA ST,10513362019,2681000,BALBOA ST: 36TH AVE - 37TH AVE,RENAISSANCE / METAL,,,BALBOA ST,36TH AVE,1999/01/15 12:00:00 AM,,37.775813,-122.496376,b241f4f2-36f0-4373-b0be-72287b94bc28,530,POINT (-122.496376 37.775813),Outer Richmond,1,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3272887,2057 DIVISADERO ST,10513272887,4817101,DIVISADERO ST: CALIFORNIA ST - SACRAMENTO ST,RENAISSANCE / METAL,,,DIVISADERO ST,CALIFORNIA ST,1998/07/01 12:00:00 AM,,37.788842,-122.440759,820efe54-d345-45a0-8152-41220681d1fd,522,POINT (-122.440759 37.788842),Pacific Heights,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-572297,201 TURK ST,1001572297,12718000,TURK ST: JONES ST - LEAVENWORTH ST,BIG BELLY,,,TURK ST,JONES ST,1999/08/01 12:00:00 AM,,37.782809,-122.412945,251e5b2f-675c-43ee-8dc3-2cfdfd97c4a0,841,POINT (-122.412945 37.782809),Tenderloin,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-917930,10 KEARNY ST,1001917930,7747000,KEARNY ST: GEARY ST - MAIDEN LN,RENAISSANCE / METAL,,,KEARNY ST,GEARY ST,2008/12/25 12:00:00 AM,,37.788247,-122.403376,0cd06b23-17d4-4987-ac50-49e677580b31,1376,POINT (-122.403376 37.788247),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3392040,5707 MISSION ST,10513392040,9192000,MISSION ST: MORSE ST \ WHITTIER ST - FARRAGUT AVE,RENAISSANCE / METAL,,,MISSION ST,MORSE ST \ WHITTIER ST,1999/03/01 12:00:00 AM,,37.710251,-122.44848,19c537ed-6bd4-4f18-9baa-20fa3b67c250,547,POINT (-122.44848 37.710251),Excelsior,11,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6964449,1601 CHURCH ST,10516964449,4035000,CHURCH ST: 28TH ST - VALLEY ST,RENAISSANCE / METAL,,,CHURCH ST,28TH ST,2025/05/29 12:00:00 AM,,37.74518,-122.426592,43d1f8ed-2b89-4f46-8638-99d4f39a4fa1,1304,POINT (-122.426592 37.74518),Noe Valley,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6311328,654 IRVING ST,10516311328,7284000,IRVING ST: 07TH AVE - 08TH AVE,RENAISSANCE / METAL,,,IRVING ST,07TH AVE,2020/02/01 12:00:00 AM,,37.764253,-122.46496,55a2a379-2530-4f6c-bdab-5f5f24de338d,1061,POINT (-122.46496 37.764253),Inner Sunset,7,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1348929,88 KING ST,10011348929,7831201,KING ST: THE EMBARCADERO \ TOWNSEND S - 02ND ST,RENAISSANCE / METAL,,,,THE EMBARCADERO \ TOWNSEND ST,2023/10/18 12:00:00 AM,,37.78039,-122.389317,e5702589-32e1-4ede-89e2-7b5be44415c5,355,POINT (-122.389317 37.78039),Mission Bay,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1305952,2000 SACRAMENTO ST,10011305952,11251000,SACRAMENTO ST: GOUGH ST - OCTAVIA ST,RENAISSANCE / METAL,,,SACRAMENTO ST,GOUGH ST,2022/02/10 12:00:00 AM,,37.790922,-122.425862,fc87007d-06aa-4d15-b838-c36c6cd85ba1,287,POINT (-122.425862 37.790922),Pacific Heights,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1312404,101 MAIN ST,10011312404,8628000,MAIN ST: MISSION ST - HOWARD ST,RENAISSANCE / METAL,,,MAIN ST,MISSION ST,2022/04/26 12:00:00 AM,,37.791844,-122.394845,b5894e30-7176-45e4-b2aa-40f0ea842e02,308,POINT (-122.394845 37.791844),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6925879,221 CATALINA ST,10516925879,15147000,CATALINA ST: IRONWOOD WAY - FAIRFAX AVE,RENAISSANCE / METAL,,,CATALINA ST,IRONWOOD WAY,2025/02/12 12:00:00 AM,,37.736332,-122.380279,fde9812d-ccd4-4659-9233-23766576d4f7,1287,POINT (-122.380279 37.736332),Bayview Hunters Point,10,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6758130,1333 09TH AVE,10516758130,432000,09TH AVE: IRVING ST - JUDAH ST,RENAISSANCE / METAL,,,09TH AVE,IRVING ST,2023/08/02 12:00:00 AM,,37.763344,-122.466401,500cf629-b0e1-4b12-bf32-bb7e8d672032,1252,POINT (-122.466401 37.763344),Inner Sunset,7,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-801910,1608 FOLSOM ST,1051801910,5685000,FOLSOM ST: 12TH ST - 13TH ST,RENAISSANCE / METAL,,,FOLSOM ST,12TH ST,1988/01/01 12:00:00 AM,,37.770751,-122.415299,8e887b42-fa69-436b-acc4-44933c2d8912,1362,POINT (-122.415299 37.770751),Mission,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
